type,a,b,c,d
scene,arterial,static,0.0,0.000
map,1,,,,,,
poi,87.3,66.6,crossing,,,,
poi,92.0,68.6,signal,,,,
poi,90.9,75.0,crossing,,,,
poi,94.0,61.9,crossing,,,,
poi,-17.2,-16.0,gate,,,,
poi,-6.3,0.9,crossing,,,,
poi,-62.7,-7.2,gate,,,,
poi,8.6,8.8,crossing,,,,
poi,17.0,-3.4,gate,,,,
water,101.8,169.0,97.1,167.0,3.0,,
water,97.1,167.0,67.7,161.5,3.0,,
water,67.7,161.5,60.8,160.2,3.0,,
water,60.8,160.2,30.7,154.5,3.0,,
water,30.7,154.5,26.8,149.3,3.0,,
water,26.8,149.3,21.6,146.2,3.0,,
water,21.6,146.2,10.4,144.5,3.0,,
water,10.4,144.5,-0.3,140.9,3.0,,
water,-0.3,140.9,-30.6,133.9,3.0,,
water,-30.6,133.9,-35.0,132.2,3.0,,
water,-35.0,132.2,-40.1,127.3,3.0,,
water,-40.1,127.3,-45.3,125.1,3.0,,
water,-45.3,125.1,-50.9,124.0,3.0,,
water,-50.9,124.0,-60.0,123.1,3.0,,
water,-60.0,123.1,-64.6,121.1,3.0,,
water,-64.6,121.1,-67.0,120.6,3.0,,
water,-67.0,120.6,-69.1,121.2,3.0,,
water,-69.1,121.2,-76.7,120.4,3.0,,
water,-76.7,120.4,-79.9,120.4,3.0,,
water,-79.9,120.4,-89.3,121.3,3.0,,
water,-89.3,121.3,-99.0,121.5,3.0,,
water,-99.0,121.5,-106.7,122.6,3.0,,
water,-106.7,122.6,-116.2,124.7,3.0,,
water,-116.2,124.7,-127.3,124.3,3.0,,
water,-127.3,124.3,-137.9,123.4,3.0,,
water,-137.9,123.4,-143.6,123.5,3.0,,
water,-143.6,123.5,-149.6,124.1,3.0,,
water,-149.6,124.1,-154.5,124.8,3.0,,
water,-154.5,124.8,-159.3,125.4,3.0,,
water,-159.3,125.4,-167.4,126.9,3.0,,
water,-167.4,126.9,-174.4,128.6,3.0,,
water,-174.4,128.6,-186.9,134.3,3.0,,
water,-186.9,134.3,-196.7,139.1,3.0,,
water,-196.7,139.1,-210.8,143.6,3.0,,
water,-210.8,143.6,-236.0,154.9,3.0,,
water,-236.0,154.9,-246.0,160.2,3.0,,
water,-246.0,160.2,-252.7,162.8,3.0,,
water,-252.7,162.8,-268.8,173.0,3.0,,
water,-268.8,173.0,-274.3,175.5,3.0,,
water,-274.3,175.5,-283.0,179.1,3.0,,
water,-283.0,179.1,-285.5,181.1,3.0,,
water,-285.5,181.1,-288.8,181.3,3.0,,
water,-288.8,181.3,-290.8,181.8,3.0,,
water,-290.8,181.8,-295.4,184.3,3.0,,
water,-295.4,184.3,-299.7,187.1,3.0,,
water,-299.7,187.1,-310.0,189.7,3.0,,
water,-310.0,189.7,-313.3,192.8,3.0,,
water,-313.3,192.8,-315.4,194.4,3.0,,
water,-315.4,194.4,-318.1,194.6,3.0,,
water,-318.1,194.6,-322.3,196.1,3.0,,
water,-322.3,196.1,-332.3,200.9,3.0,,
water,-332.3,200.9,-342.5,204.3,3.0,,
water,-342.5,204.3,-348.7,206.3,3.0,,
water,-348.7,206.3,-352.6,207.9,3.0,,
water,-352.6,207.9,-353.9,208.7,3.0,,
water,-353.9,208.7,-356.6,208.8,3.0,,
water,-356.6,208.8,-381.4,215.5,3.0,,
water,-381.4,215.5,-383.4,217.9,3.0,,
water,-383.4,217.9,-383.7,218.8,3.0,,
water,-383.7,218.8,-394.6,221.7,3.0,,
water,-394.6,221.7,-395.8,220.9,3.0,,
water,-395.8,220.9,-396.8,220.8,3.0,,
water,-396.8,220.8,-402.6,222.1,3.0,,
water,-402.6,222.1,-417.5,224.1,3.0,,
water,-417.5,224.1,-420.1,224.6,3.0,,
water,-420.1,224.6,-422.3,224.9,3.0,,
water,-422.3,224.9,-423.7,224.4,3.0,,
water,-423.7,224.4,-425.8,225.3,3.0,,
water,-425.8,225.3,-441.9,228.3,3.0,,
water,-441.9,228.3,-443.1,229.4,3.0,,
water,-443.1,229.4,-445.8,229.6,3.0,,
water,-445.8,229.6,-451.2,228.8,3.0,,
water,-451.2,228.8,-467.0,230.7,3.0,,
water,-467.0,230.7,-469.9,230.9,3.0,,
water,-469.9,230.9,-471.9,230.0,3.0,,
water,-471.9,230.0,-473.0,230.1,3.0,,
water,-473.0,230.1,-481.3,232.4,3.0,,
water,-481.3,232.4,-499.4,234.4,3.0,,
water,-499.4,234.4,-506.5,236.4,3.0,,
water,-506.5,236.4,-512.4,237.4,3.0,,
water,-512.4,237.4,-516.4,237.4,3.0,,
water,-516.4,237.4,-517.5,236.4,3.0,,
water,-517.5,236.4,-518.6,234.9,3.0,,
water,-518.6,234.9,-519.5,234.9,3.0,,
water,-519.5,234.9,-521.0,236.3,3.0,,
water,-521.0,236.3,-522.8,239.0,3.0,,
water,-522.8,239.0,-535.1,239.1,3.0,,
