t_s,obj,class,az_deg,dist_m,vis
0.5,3,train,2.1,131.76,1
0.6,3,train,2.1,130.10,1
0.7,3,train,2.1,128.43,1
0.8,3,train,2.2,126.77,1
0.9,3,train,2.2,125.10,1
1.0,3,train,2.2,123.43,1
1.1,3,train,2.2,121.77,1
1.2,3,train,2.3,120.10,1
1.3,3,train,2.3,118.44,1
1.4,3,train,2.3,116.77,1
1.5,3,train,2.4,115.11,1
1.6,3,train,2.4,113.44,1
1.7,3,train,2.4,111.78,1
1.8,3,train,2.5,110.11,1
1.9,3,train,2.5,108.45,1
2.0,3,train,2.6,106.78,1
2.1,3,train,2.6,105.12,1
2.2,3,train,2.6,103.45,1
2.3,3,train,2.7,101.79,1
2.4,3,train,2.7,100.12,1
2.5,3,train,2.8,98.46,1
2.6,3,train,2.8,96.80,1
2.7,3,train,2.9,95.13,1
2.8,3,train,2.9,93.47,1
2.9,3,train,3.0,91.80,1
3.0,3,train,3.0,90.14,1
3.1,3,train,3.1,88.47,1
3.2,3,train,3.1,86.81,1
3.3,3,train,3.2,85.15,1
3.4,3,train,3.3,83.48,1
3.5,3,train,3.3,81.82,1
3.6,3,train,3.4,80.16,1
3.7,3,train,3.5,78.49,1
3.8,3,train,3.6,76.83,1
3.9,3,train,3.6,75.17,1
4.0,3,train,3.7,73.50,1
4.1,3,train,3.8,71.84,1
4.2,3,train,3.9,70.18,1
4.3,3,train,4.0,68.52,1
4.4,3,train,4.1,66.85,1
4.5,3,train,4.2,65.19,1
4.6,3,train,4.3,63.53,1
4.7,3,train,4.4,61.87,1
4.8,3,train,4.5,60.21,1
4.9,3,train,4.7,58.55,1
5.0,3,train,4.8,56.89,1
5.1,3,train,4.9,55.23,1
5.2,3,train,5.1,53.57,1
5.3,3,train,5.3,51.91,1
5.4,3,train,5.4,50.25,1
5.5,3,train,5.6,48.59,1
5.6,3,train,5.8,46.93,1
5.7,3,train,6.0,45.28,1
5.8,3,train,6.3,43.62,1
5.9,3,train,6.5,41.97,1
6.0,3,train,6.8,40.31,1
6.1,3,train,7.1,38.66,1
6.2,3,train,7.4,37.01,1
6.3,3,train,7.7,35.36,1
6.4,3,train,8.1,33.71,1
6.5,3,train,8.5,32.06,1
6.6,3,train,9.0,30.41,1
6.7,3,train,9.5,28.77,1
6.8,3,train,10.1,27.13,1
6.9,3,train,10.8,25.50,1
7.0,3,train,11.5,23.86,1
7.1,3,train,12.4,22.24,1
7.2,3,train,13.4,20.62,1
7.3,3,train,14.5,19.00,1
7.4,3,train,15.9,17.40,1
7.5,3,train,17.6,15.81,1
7.6,3,train,19.6,14.24,1
7.7,3,train,22.1,12.69,1
7.8,3,train,25.3,11.18,1
7.9,3,train,29.5,9.72,1
8.0,3,train,35.2,8.33,1
8.1,3,train,43.0,7.07,1
8.2,3,train,54.0,6.01,1
8.3,3,train,68.9,5.27,1
8.4,3,train,87.2,5.00,1
8.5,3,train,105.8,5.27,1
8.6,3,train,121.4,6.01,1
8.7,3,train,133.0,7.07,1
8.8,3,train,141.5,8.33,1
8.9,3,train,147.6,9.72,1
9.0,3,train,152.2,11.18,1
9.1,3,train,155.7,12.69,1
9.2,3,train,158.5,14.24,1
9.3,3,train,160.7,15.81,1
9.4,3,train,162.5,17.40,1
9.5,3,train,164.0,19.00,1
9.6,3,train,165.3,20.62,1
9.7,3,train,166.4,22.24,1
9.8,3,train,167.3,23.86,1
9.9,3,train,168.1,25.50,1
0.5,4,train,1.8,151.75,1
0.6,4,train,1.8,150.08,1
0.7,4,train,1.8,148.42,1
0.8,4,train,1.9,146.75,1
0.9,4,train,1.9,145.09,1
1.0,4,train,1.9,143.42,1
1.1,4,train,1.9,141.75,1
1.2,4,train,1.9,140.09,1
1.3,4,train,2.0,138.42,1
1.4,4,train,2.0,136.76,1
1.5,4,train,2.0,135.09,1
1.6,4,train,2.0,133.43,1
1.7,4,train,2.1,131.76,1
1.8,4,train,2.1,130.10,1
1.9,4,train,2.1,128.43,1
2.0,4,train,2.2,126.77,1
2.1,4,train,2.2,125.10,1
2.2,4,train,2.2,123.43,1
2.3,4,train,2.2,121.77,1
2.4,4,train,2.3,120.10,1
2.5,4,train,2.3,118.44,1
2.6,4,train,2.3,116.77,1
2.7,4,train,2.4,115.11,1
2.8,4,train,2.4,113.44,1
2.9,4,train,2.4,111.78,1
3.0,4,train,2.5,110.11,1
3.1,4,train,2.5,108.45,1
3.2,4,train,2.6,106.78,1
3.3,4,train,2.6,105.12,1
3.4,4,train,2.6,103.45,1
3.5,4,train,2.7,101.79,1
3.6,4,train,2.7,100.12,1
3.7,4,train,2.8,98.46,1
3.8,4,train,2.8,96.80,1
3.9,4,train,2.9,95.13,1
4.0,4,train,2.9,93.47,1
4.1,4,train,3.0,91.80,1
4.2,4,train,3.0,90.14,1
4.3,4,train,3.1,88.47,1
4.4,4,train,3.1,86.81,1
4.5,4,train,3.2,85.15,1
4.6,4,train,3.3,83.48,1
4.7,4,train,3.3,81.82,1
4.8,4,train,3.4,80.16,1
4.9,4,train,3.5,78.49,1
